iter	Logloss
274	0.3644677122
275	0.3642059425
276	0.3638687906
277	0.3637704598
278	0.3635035047
279	0.3633102333
280	0.3630357176
281	0.3627953914
282	0.3625102005
283	0.3623095451
284	0.3620093023
285	0.361667138
286	0.3614479316
287	0.3612631789
288	0.3610665151
289	0.3608453448
290	0.3606694486
291	0.3602745586
292	0.3600246134
293	0.3597890478
294	0.3596234501
295	0.3593741253
296	0.359089952
297	0.3587698053
298	0.3585443844
299	0.3582051472
300	0.3580524825
301	0.3579107667
302	0.3577719357
303	0.3575163848
304	0.3573486817
305	0.3570532684
306	0.3568484707
307	0.3566513293
308	0.3564465153
309	0.3561982505
310	0.3560137156
311	0.3557917077
312	0.3555850835
313	0.3553170356
314	0.3551838628
315	0.3549725534
316	0.3548899821
317	0.354513677
318	0.3543464414
319	0.3541173053
320	0.3537905232
321	0.3535113819
322	0.3532316918
323	0.3529250721
324	0.3527358517
325	0.3526452586
326	0.3525528356
327	0.3523327596
328	0.3521574139
329	0.3518295423
330	0.3516025661
331	0.3513962024
332	0.3511980389
333	0.3510361145
334	0.350700216
335	0.3503544468
336	0.3501326684
337	0.3498984293
338	0.3497038817
339	0.349518109
340	0.3492477115
341	0.349019688
342	0.3488064904
343	0.3486362416
344	0.3484731279
345	0.3482929548
346	0.3481567512
347	0.3479780709
348	0.3478078967
349	0.3475600081
350	0.3475510452
351	0.3473804733
352	0.3472508909
353	0.3469890317
354	0.3468936962
355	0.346679757
356	0.346656603
357	0.3465551147
358	0.3463782336
359	0.3461725418
360	0.3460119442
361	0.3457813905
362	0.345702199
363	0.3455098399
364	0.345332103
365	0.3451490251
366	0.3449678271
367	0.3447903971
368	0.3445236505
369	0.3444163598
370	0.3442328783
371	0.3441072481
372	0.3438709876
373	0.3436919312
374	0.3434758827
375	0.343328752
376	0.3431637127
377	0.3429270412
378	0.3426504937
379	0.3424491236
380	0.3421520715
381	0.3420855939
382	0.3419536904
383	0.341720189
384	0.341511992
385	0.3413890504
386	0.3412306567
387	0.3410806489
388	0.3408442273
389	0.3406338357
390	0.3403503305
391	0.3401423661
392	0.3399481459
393	0.3397921686
394	0.3396707175
395	0.3394570151
396	0.3392540416
397	0.3389879248
398	0.3387336428
399	0.3385495998
400	0.3384809058
401	0.3383145325
402	0.3380344159
403	0.3378325403
404	0.3376910975
405	0.337349372
406	0.3371751854
407	0.3369386365
408	0.3368072256
409	0.3365759132
410	0.3364359155
411	0.3362635553
412	0.3360640632
413	0.335928906
414	0.3356594656
415	0.3354950388
416	0.335398941
417	0.3352284025
418	0.3350353889
419	0.3348147487
420	0.3346178063
421	0.3344153758
422	0.3341885026
423	0.3340576607
424	0.3339186292
425	0.3337557851
426	0.3335010758
427	0.3333923549
428	0.3332437997
429	0.3330693218
430	0.3328926889
431	0.3326666857
432	0.3324554319
433	0.3322349928
434	0.3319900219
435	0.331800443
436	0.3315136812
437	0.3313673431
438	0.3311433008
439	0.3309626661
440	0.3308760764
441	0.3306808629
442	0.3304901665
443	0.3303280941
444	0.3300671748
445	0.3298770833
446	0.3296117831
447	0.3294275288
448	0.3292745862
449	0.3291058788
450	0.3288912311
451	0.3285675383
452	0.3284818781
453	0.3282793692
454	0.3279654947
455	0.3277515816
456	0.327624588
457	0.3273667264
458	0.3271199608
459	0.3269236526
460	0.3267181061
461	0.3264640715
462	0.3262225711
463	0.3259527835
464	0.3256285749
465	0.3252834492
466	0.3250207183
467	0.3248971662
468	0.3246614425
469	0.3244767083
470	0.3243160864
471	0.3240389879
472	0.3239093143
473	0.3237523587
474	0.3234916457
475	0.3233373437
476	0.3230637182
477	0.322929202
478	0.322740368
479	0.3225546772
480	0.3224131936
481	0.3222693
482	0.3221072819
483	0.3218726259
484	0.3217119503
485	0.3214840757
486	0.3213742751
487	0.3212314577
488	0.3209639504
489	0.3206939022
490	0.3204778058
491	0.3201604247
492	0.3200239141
493	0.319808065
494	0.3195922922
495	0.3194305803
496	0.319262483
497	0.3190805841
498	0.3189491549
499	0.3187170396
500	0.3184969622
501	0.3183610939
502	0.3182882604
503	0.3181111091
504	0.3178732439
505	0.3176817969
506	0.3174652502
507	0.3173423509
508	0.31710461
509	0.3168740192
510	0.316738424
511	0.316577628
512	0.3163022842
513	0.3161862839
514	0.3159500043
515	0.3156762045
516	0.3154556573
517	0.31529607
518	0.3151776308
519	0.3150589141
520	0.3148792719
521	0.3146826516
522	0.3144206989
523	0.3143138169
524	0.3139578036
525	0.3136138834
526	0.3134619729
527	0.3132811091
528	0.3130907839
529	0.3127273698
530	0.3125304331
531	0.3123301846
532	0.312172467
533	0.31199906
534	0.3117660017
535	0.3115590519
536	0.31127793
537	0.3111189643
538	0.3109367028
539	0.3107850613
540	0.3106184797
541	0.3104732896
542	0.310186005
543	0.3100203408
544	0.3098872864
545	0.3097769749
546	0.3096299516
547	0.3094989157
548	0.3093360941
549	0.3091147457
550	0.3087648647
551	0.3085293928
552	0.3084049713
553	0.3082445092
554	0.3080317618
555	0.3079170703
556	0.3077514513
557	0.3075718473
558	0.3073881938
559	0.3071861725
560	0.307059589
561	0.3069414791
562	0.306751828
563	0.3064342864
564	0.3062170113
565	0.306079262
566	0.3059170433
567	0.3057439393
568	0.305649418
569	0.3054601631
570	0.3052895872
571	0.3051739932
572	0.3049411722
573	0.3046214817
574	0.3044289259
575	0.3041226318
576	0.3040049964
577	0.3038769824
578	0.3037501273
579	0.3035303759
580	0.3032837802
581	0.3031074171
582	0.3028611669
583	0.3025772451
584	0.3024235071
585	0.3022723398
586	0.302051187
587	0.3018810767
588	0.3017011767
589	0.3015574543
590	0.301435733
591	0.3012072038
592	0.3011017372
593	0.3008703957
594	0.3007522951
595	0.3006051101
596	0.3004501492
597	0.3001433249
598	0.2999408202
599	0.2997518036
600	0.2995896599
601	0.2994694306
602	0.2992432305
603	0.2990869403
604	0.2989537888
605	0.2988253329
606	0.2986642481
607	0.2984396742
608	0.2982846196
609	0.2980802962
610	0.2979380906
611	0.2977989844
612	0.2976159284
613	0.2973934061
614	0.2971917744
615	0.2970187883
616	0.2968490398
617	0.2966750522
618	0.2965303922
619	0.2963177728
620	0.2961362983
621	0.295950862
622	0.2957707845
623	0.295635341
624	0.295496652
625	0.2952418016
626	0.2950778013
627	0.2948206101
628	0.2947286616
629	0.2945740262
630	0.2944944777
631	0.2943409931
632	0.2942213727
633	0.2941212446
634	0.2939296278
635	0.2937876058
636	0.2936496476
637	0.293531045
638	0.2934278769
639	0.2931548144
640	0.2929696377
641	0.2927785956
642	0.2926146947
643	0.2924801571
644	0.2923277626
645	0.2921237116
646	0.292015317
647	0.2917745588
648	0.2915985292
649	0.2914557188
650	0.291149928
651	0.291060233
652	0.2909503755
653	0.2907399514
654	0.2906276032
655	0.2904737399
656	0.290263069
657	0.2900900061
658	0.2898675626
659	0.2896836758
660	0.2895333615
661	0.2894453903
662	0.2893499339
663	0.2891386756
664	0.2890515384
665	0.2889023498
666	0.288752605
667	0.2886243709
668	0.288501159
669	0.2883712474
670	0.2882389125
671	0.2879952916
672	0.2878219833
673	0.2877167666
674	0.2874916117
675	0.2874220579
676	0.2872897993
677	0.2871803441
678	0.2869430561
679	0.2868323441
680	0.2866615256
681	0.2864572317
682	0.2862748018
683	0.2861176645
684	0.2860048935
685	0.2858970349
686	0.285802004
687	0.2855785763
688	0.2854072901
689	0.2852725013
690	0.2851140435
691	0.2849824897
692	0.2848772886
693	0.2847817172
694	0.2846924632
695	0.2845477265
696	0.2843877476
697	0.28421318
698	0.2840225867
699	0.2838714816
700	0.2837404673
701	0.2835424366
702	0.2833446449
703	0.2831824346
704	0.2831063163
705	0.2829439058
706	0.2828124985
707	0.2826684632
708	0.282536053
709	0.2823243874
710	0.2821438875
711	0.2820443273
712	0.2819013328
713	0.2817656077
714	0.2815770056
715	0.2813823253
716	0.2812534445
717	0.2810565575
718	0.2809039594
719	0.280739661
720	0.280632357
721	0.2804062208
722	0.2802308594
723	0.2800443305
724	0.2798565735
725	0.2798209538
726	0.2796659912
727	0.2794806933
728	0.2792341179
729	0.2790582724
730	0.2788080222
731	0.2784823755
732	0.2783491213
733	0.2781389278
734	0.2778727463
735	0.2777190271
736	0.2776069591
737	0.277476963
738	0.2773255265
739	0.2770675022
740	0.2769473072
741	0.2768114544
742	0.2766974996
743	0.2765838248
744	0.2764608376
745	0.2763610901
746	0.2761640445
747	0.2759877344
748	0.2758784917
749	0.275697
750	0.2755516343
751	0.2754582439
752	0.2752763543
753	0.2751627267
754	0.2749510695
755	0.2748062052
756	0.2746721265
757	0.2745313515
758	0.2743932541
759	0.2742241203
760	0.2739745085
761	0.2738387879
762	0.2737349839
763	0.2735470967
764	0.2733829168
765	0.2731970124
766	0.2730509106
767	0.2728878172
768	0.272699099
769	0.2725665297
770	0.2724779113
771	0.272348736
772	0.2722055471
773	0.2720923916
774	0.2719387816
775	0.271848926
776	0.2717575418
777	0.2715824462
778	0.2713574167
779	0.271265263
780	0.2711452153
781	0.2710345459
782	0.2709333094
783	0.2708085521
784	0.2707100126
785	0.2705498473
786	0.2703617127
787	0.2701811211
788	0.2700028021
789	0.2698772406
790	0.2697669032
791	0.269655477
792	0.2695931851
793	0.2694350601
794	0.2692688153
795	0.2690730237
796	0.268964974
797	0.268785796
798	0.2686435918
799	0.2685214505
800	0.268400417
801	0.2682283776
802	0.2680989294
803	0.2679722261
804	0.2678331154
805	0.2676708828
806	0.2675180859
807	0.2673430222
808	0.2671921732
809	0.2670960847
810	0.2669625194
811	0.2667769705
812	0.2665816882
813	0.2664296245
814	0.2662634827
815	0.26608772
816	0.2659819111
817	0.2658338899
818	0.2657199759
819	0.265552664
820	0.2654495053
821	0.2652811009
822	0.265055549
823	0.2649158155
824	0.2647922332
825	0.264636707
826	0.2644904708
827	0.2642938209
828	0.2641667135
829	0.2640449805
830	0.2639513314
831	0.263764214
832	0.2636514395
833	0.2635281596
834	0.263407828
835	0.2632497238
836	0.2631317547
837	0.2629932067
838	0.2629096234
839	0.2627363801
840	0.2625404931
841	0.2624345328
842	0.2622268591
843	0.2620798226
844	0.2619297746
845	0.2618430391
846	0.2617210336
847	0.2616801397
848	0.2615079295
849	0.2614450464
850	0.2613233615
851	0.26123533
852	0.2610638373
853	0.2609567189
854	0.2608665389
855	0.2607382251
856	0.2606014738
857	0.2605172633
858	0.2603810843
859	0.2602051953
860	0.2601181786
861	0.2600074699
862	0.2598988675
863	0.259753015
864	0.2596918339
865	0.2595207693
866	0.2594355725
867	0.2592739922
868	0.2591507788
869	0.2590373393
870	0.2588642124
871	0.2587053812
872	0.2585339975
873	0.2584222272
874	0.2582609909
875	0.2581102007
876	0.2579622733
877	0.257871484
878	0.2577879888
879	0.2576685283
880	0.257496587
881	0.2573854496
882	0.2572313227
883	0.2571010494
884	0.2570138691
885	0.2569192523
886	0.2567465392
887	0.2566434662
888	0.2565228748
889	0.2564473252
890	0.2563215381
891	0.2561576998
892	0.2560653032
893	0.2558556618
894	0.2557671978
895	0.2556851375
896	0.2555040725
897	0.2553364206
898	0.2551428163
899	0.2549952351
900	0.2548541915
901	0.2547081289
902	0.2546281532
903	0.2545821774
904	0.2544918485
905	0.2543962869
906	0.2543315606
907	0.2542308632
908	0.2540241774
909	0.2538793743
910	0.2537098462
911	0.2536049368
912	0.2535196371
913	0.2534162741
914	0.2533550849
915	0.2532299857
916	0.2531073613
917	0.2529555955
918	0.2528553461
919	0.2527578616
920	0.2526299282
921	0.252508731
922	0.2523123811
923	0.2521796602
924	0.2520262481
925	0.2519262284
926	0.2518906752
927	0.2517879182
928	0.2516485046
929	0.2515394988
930	0.251441335
931	0.2512793568
932	0.2511002285
933	0.2509667237
934	0.2508486194
935	0.2507360262
936	0.2505899323
937	0.2504723155
938	0.2503567231
939	0.2502176743
940	0.2501192409
941	0.2500266847
942	0.2499013756
943	0.2497911542
944	0.2497076543
945	0.2495887162
946	0.2494140892
947	0.2492938331
948	0.2491223673
949	0.2490025391
950	0.2488507435
951	0.2486925068
952	0.2485854904
953	0.2484364291
954	0.2483213686
955	0.2481927994
956	0.2480323701
957	0.2479246344
958	0.2478248593
959	0.2476752274
960	0.2474860929
961	0.2473359732
962	0.2471975564
963	0.2470789589
964	0.246926145
965	0.2467881855
966	0.2466753151
967	0.246604649
968	0.2464838036
969	0.2463799567
970	0.2462309386
971	0.246096849
972	0.2459949977
973	0.2458466597
974	0.2457050314
975	0.2456090146
976	0.2454650647
977	0.2453226301
978	0.2452228584
979	0.2450756751
980	0.2449274512
981	0.2447422562
982	0.2445724337
983	0.2444824869
984	0.2443439566
985	0.2441860591
986	0.2440829638
987	0.2439620454
988	0.243812263
989	0.2436970937
990	0.243557431
991	0.2434583984
992	0.2433215002
993	0.2431821561
994	0.243108925
995	0.2429783734
996	0.2428523164
997	0.2428035159
998	0.2426595563
999	0.2424797294
